Booking_ID,Hotel_Type,Booking_Date,Checkin_Date,Checkout_Date,Lead_Time,Country,Adults,Children,Room_Type,Average_Daily_Rate,Booking_Channel,Cancellation_Status,year,month,month_name,month_year,Stay_Duration,Revenue,is_canceled
BKG103415,Resort Hotel,2023-03-04,2023-07-22,2023-08-01,140,Australia,2,2.0,Suite,84.51,Corporate,Check-Out,2023,3,Mar,2023-03,10,845.1,0
BKG103416,City Hotel,2023-02-15,2023-06-20,2023-06-28,125,Australia,4,0.0,Family,296.76,Corporate,Check-Out,2023,2,Feb,2023-02,8,2374.08,0
BKG103417,City Hotel,2023-02-08,2023-02-19,2023-02-28,11,UK,3,0.0,Family,62.44,Corporate,Check-Out,2023,2,Feb,2023-02,9,561.96,0
BKG103418,City Hotel,2022-11-25,2023-01-11,2023-01-13,47,Singapore,4,0.0,Deluxe,77.99,Online Travel Agent,No-Show,2022,11,Nov,2022-11,2,155.98,0
BKG103419,City Hotel,2023-04-25,2023-07-26,2023-07-31,92,Australia,3,0.0,Suite,108.32,Online Travel Agent,Check-Out,2023,4,Apr,2023-04,5,541.5999999999999,0
BKG103420,City Hotel,2023-09-14,2023-10-27,2023-11-06,43,France,4,0.0,Standard,247.15,Online Travel Agent,Check-Out,2023,9,Sep,2023-09,10,2471.5,0
BKG103421,Resort Hotel,2023-05-06,2023-06-10,2023-06-15,35,Germany,4,1.0,Deluxe,118.63,Online Travel Agent,Check-Out,2023,5,May,2023-05,5,593.15,0
BKG103422,Resort Hotel,2022-02-26,2022-04-16,2022-04-18,49,Australia,2,2.0,Standard,298.02,Online Travel Agent,Check-Out,2022,2,Feb,2022-02,2,596.04,0
BKG103423,City Hotel,2022-04-25,2022-09-02,2022-09-07,130,UAE,1,1.0,Family,162.56,Corporate,Check-Out,2022,4,Apr,2022-04,5,812.8,0
BKG103424,City Hotel,2023-12-15,2024-02-27,2024-03-04,74,USA,2,2.0,Suite,173.88,Direct,Check-Out,2023,12,Dec,2023-12,6,1043.28,0
BKG103425,Resort Hotel,2023-04-14,2023-06-17,2023-06-23,64,Canada,4,2.0,Deluxe,121.23,Offline Agent,Canceled,2023,4,Apr,2023-04,6,727.38,1
BKG103426,City Hotel,2022-04-02,2022-09-17,2022-09-21,168,Brazil,3,0.0,Family,340.98,Online Travel Agent,Check-Out,2022,4,Apr,2022-04,4,1363.92,0
BKG103427,City Hotel,2022-07-28,2022-12-13,2022-12-23,138,USA,3,2.0,Family,186.84,Direct,Check-Out,2022,7,Jul,2022-07,10,1868.4,0
BKG103428,Resort Hotel,2023-11-30,2024-03-08,2024-03-09,99,Australia,1,2.0,Deluxe,238.27,Corporate,Canceled,2023,11,Nov,2023-11,1,238.27,1
BKG103429,City Hotel,2023-09-10,2023-11-27,2023-12-05,78,Singapore,4,0.0,Suite,231.65,Direct,Check-Out,2023,9,Sep,2023-09,8,1853.2,0
BKG103430,City Hotel,2024-05-30,2024-08-30,2024-09-01,92,Canada,4,2.0,Standard,192.7,Online Travel Agent,Canceled,2024,5,May,2024-05,2,385.4,1
BKG103431,City Hotel,2022-01-05,2022-02-07,2022-02-15,33,UK,1,2.0,Standard,280.11,Direct,Check-Out,2022,1,Jan,2022-01,8,2240.88,0
BKG103432,City Hotel,2023-11-08,2024-03-03,2024-03-06,116,USA,1,0.0,Family,96.02,Corporate,Canceled,2023,11,Nov,2023-11,3,288.06,1
BKG103433,Resort Hotel,2024-01-19,2024-04-25,2024-04-28,97,UK,3,0.0,Family,180.95,Online Travel Agent,Check-Out,2024,1,Jan,2024-01,3,542.8499999999999,0
BKG103434,City Hotel,2023-03-12,2023-06-24,2023-06-28,104,India,2,2.0,Deluxe,121.52,Corporate,Check-Out,2023,3,Mar,2023-03,4,486.08,0
BKG103435,Resort Hotel,2022-05-15,2022-08-21,2022-08-24,98,France,3,0.0,Family,255.34,Direct,Check-Out,2022,5,May,2022-05,3,766.02,0
BKG103436,Resort Hotel,2023-05-22,2023-08-10,2023-08-16,80,India,3,0.0,Deluxe,255.04,Corporate,Check-Out,2023,5,May,2023-05,6,1530.24,0
BKG103437,Resort Hotel,2022-07-14,2022-10-10,2022-10-11,88,Germany,4,0.0,Deluxe,167.03,Online Travel Agent,Canceled,2022,7,Jul,2022-07,1,167.03,1
BKG103438,City Hotel,2023-10-18,2024-03-10,2024-03-20,144,Australia,4,0.0,Suite,100.52,Direct,Check-Out,2023,10,Oct,2023-10,10,1005.1999999999999,0
BKG103439,Resort Hotel,2023-09-27,2023-09-30,2023-10-08,3,Germany,4,0.0,Suite,254.09,Direct,Canceled,2023,9,Sep,2023-09,8,2032.72,1
BKG103440,City Hotel,2022-05-13,2022-09-15,2022-09-23,125,France,2,1.0,Family,186.49,Offline Agent,Check-Out,2022,5,May,2022-05,8,1491.92,0
BKG103441,City Hotel,2022-05-11,2022-09-01,2022-09-07,113,Singapore,4,0.0,Standard,157.89,Corporate,Check-Out,2022,5,May,2022-05,6,947.3399999999999,0
BKG103442,Resort Hotel,2022-04-10,2022-05-26,2022-06-02,46,Brazil,4,1.0,Deluxe,90.67,Online Travel Agent,Check-Out,2022,4,Apr,2022-04,7,634.69,0
BKG103443,Resort Hotel,2022-07-03,2022-10-29,2022-10-30,118,Germany,2,0.0,Suite,160.27,Direct,Check-Out,2022,7,Jul,2022-07,1,160.27,0
BKG103444,City Hotel,2023-08-07,2023-08-19,2023-08-26,12,Singapore,2,1.0,Deluxe,239.43,Corporate,Canceled,2023,8,Aug,2023-08,7,1676.01,1
BKG103445,Resort Hotel,2023-04-30,2023-06-17,2023-06-21,48,Germany,1,0.0,Family,234.88,Online Travel Agent,Check-Out,2023,4,Apr,2023-04,4,939.52,0
BKG103446,City Hotel,2022-04-23,2022-05-30,2022-06-07,37,UAE,3,2.0,Family,130.3,Online Travel Agent,Canceled,2022,4,Apr,2022-04,8,1042.4,1
BKG103447,Resort Hotel,2024-04-01,2024-05-17,2024-05-19,46,UK,1,1.0,Standard,332.72,Offline Agent,Canceled,2024,4,Apr,2024-04,2,665.44,1
BKG103448,City Hotel,2024-01-09,2024-06-29,2024-07-05,172,France,1,0.0,Deluxe,61.12,Offline Agent,Check-Out,2024,1,Jan,2024-01,6,366.71999999999997,0
BKG103449,Resort Hotel,2022-08-09,2022-11-17,2022-11-22,100,Brazil,3,0.0,Family,120.98,Online Travel Agent,Check-Out,2022,8,Aug,2022-08,5,604.9,0
BKG103450,Resort Hotel,2022-06-10,2022-12-03,2022-12-04,176,Canada,1,1.0,Family,242.48,Direct,Check-Out,2022,6,Jun,2022-06,1,242.48,0
BKG103451,City Hotel,2023-04-18,2023-08-26,2023-08-27,130,USA,4,2.0,Standard,152.69,Direct,Check-Out,2023,4,Apr,2023-04,1,152.69,0
BKG103452,Resort Hotel,2024-02-08,2024-05-13,2024-05-17,95,India,1,0.0,Family,72.64,Direct,Check-Out,2024,2,Feb,2024-02,4,290.56,0
BKG103453,City Hotel,2022-05-24,2022-08-19,2022-08-28,87,France,4,1.0,Family,330.23,Corporate,Check-Out,2022,5,May,2022-05,9,2972.07,0
BKG103454,Resort Hotel,2022-05-04,2022-09-03,2022-09-06,122,Australia,3,1.0,Suite,249.72,Offline Agent,Check-Out,2022,5,May,2022-05,3,749.16,0
BKG103455,City Hotel,2022-08-14,2022-09-30,2022-10-05,47,Singapore,4,0.0,Suite,248.07,Online Travel Agent,Check-Out,2022,8,Aug,2022-08,5,1240.35,0
BKG103456,City Hotel,2024-02-06,2024-05-21,2024-05-25,105,Germany,3,0.0,Suite,195.01,Online Travel Agent,Canceled,2024,2,Feb,2024-02,4,780.04,1
BKG103457,City Hotel,2023-06-12,2023-09-13,2023-09-15,93,UAE,4,1.0,Suite,224.98,Offline Agent,Check-Out,2023,6,Jun,2023-06,2,449.96,0
BKG103458,City Hotel,2023-02-26,2023-03-01,2023-03-02,3,UK,2,0.0,Family,189.83,Offline Agent,Canceled,2023,2,Feb,2023-02,1,189.83,1
BKG103459,Resort Hotel,2023-06-13,2023-08-17,2023-08-20,65,UK,1,0.0,Suite,223.55,Online Travel Agent,Canceled,2023,6,Jun,2023-06,3,670.6500000000001,1
BKG103460,Resort Hotel,2022-12-13,2023-03-13,2023-03-21,90,Germany,3,0.0,Family,191.42,Online Travel Agent,Check-Out,2022,12,Dec,2022-12,8,1531.36,0
BKG103461,Resort Hotel,2022-10-07,2022-10-24,2022-10-29,17,UK,2,1.0,Family,149.0,Online Travel Agent,Check-Out,2022,10,Oct,2022-10,5,745.0,0
BKG103462,Resort Hotel,2022-08-14,2022-12-16,2022-12-19,124,India,2,2.0,Deluxe,222.27,Corporate,Check-Out,2022,8,Aug,2022-08,3,666.8100000000001,0
BKG103463,City Hotel,2022-06-02,2022-08-20,2022-08-24,79,India,2,0.0,Standard,236.13,Corporate,Check-Out,2022,6,Jun,2022-06,4,944.52,0
BKG103464,City Hotel,2022-05-17,2022-10-06,2022-10-11,142,Germany,1,1.0,Standard,293.53,Offline Agent,Check-Out,2022,5,May,2022-05,5,1467.6499999999999,0
BKG103465,Resort Hotel,2022-08-06,2023-01-21,2023-01-26,168,Australia,4,1.0,Family,192.79,Direct,Check-Out,2022,8,Aug,2022-08,5,963.9499999999999,0
BKG103466,Resort Hotel,2023-02-13,2023-06-03,2023-06-10,110,Australia,4,2.0,Standard,149.5,Corporate,Check-Out,2023,2,Feb,2023-02,7,1046.5,0
BKG103467,City Hotel,2023-02-23,2023-07-02,2023-07-05,129,Brazil,3,0.0,Deluxe,213.52,Corporate,Canceled,2023,2,Feb,2023-02,3,640.5600000000001,1
BKG103468,Resort Hotel,2023-03-14,2023-04-25,2023-05-05,42,Germany,4,0.0,Deluxe,169.33,Corporate,Check-Out,2023,3,Mar,2023-03,10,1693.3000000000002,0
BKG103469,City Hotel,2024-04-14,2024-05-24,2024-06-01,40,Singapore,2,0.0,Deluxe,268.17,Offline Agent,No-Show,2024,4,Apr,2024-04,8,2145.36,0
BKG103470,Resort Hotel,2024-01-16,2024-07-08,2024-07-13,174,France,4,0.0,Suite,115.81,Offline Agent,Check-Out,2024,1,Jan,2024-01,5,579.05,0
BKG103471,City Hotel,2022-04-18,2022-04-29,2022-05-05,11,USA,1,0.0,Standard,233.85,Offline Agent,Canceled,2022,4,Apr,2022-04,6,1403.1,1
BKG103472,City Hotel,2023-02-10,2023-03-25,2023-04-03,43,Brazil,4,2.0,Deluxe,261.67,Corporate,No-Show,2023,2,Feb,2023-02,9,2355.03,0
BKG103473,City Hotel,2023-09-11,2023-11-15,2023-11-16,65,Brazil,2,2.0,Suite,164.47,Offline Agent,Canceled,2023,9,Sep,2023-09,1,164.47,1
BKG103474,Resort Hotel,2022-08-24,2023-02-10,2023-02-15,170,Germany,3,0.0,Standard,306.53,Direct,Check-Out,2022,8,Aug,2022-08,5,1532.6499999999999,0
BKG103475,Resort Hotel,2022-05-05,2022-08-14,2022-08-24,101,UK,2,0.0,Deluxe,195.99,Offline Agent,No-Show,2022,5,May,2022-05,10,1959.9,0
BKG103476,Resort Hotel,2023-09-09,2023-11-11,2023-11-21,63,UK,1,0.0,Standard,285.01,Online Travel Agent,Check-Out,2023,9,Sep,2023-09,10,2850.1,0
BKG103477,Resort Hotel,2022-04-09,2022-08-15,2022-08-21,128,Germany,2,0.0,Standard,61.71,Corporate,Check-Out,2022,4,Apr,2022-04,6,370.26,0
BKG103478,City Hotel,2022-03-16,2022-05-04,2022-05-08,49,India,4,0.0,Deluxe,256.88,Online Travel Agent,Check-Out,2022,3,Mar,2022-03,4,1027.52,0
BKG103479,City Hotel,2022-02-16,2022-04-03,2022-04-07,46,Australia,1,2.0,Deluxe,232.49,Online Travel Agent,Canceled,2022,2,Feb,2022-02,4,929.96,1
BKG103480,City Hotel,2022-07-07,2022-12-13,2022-12-19,159,Canada,1,0.0,Suite,88.33,Offline Agent,Canceled,2022,7,Jul,2022-07,6,529.98,1
BKG103481,Resort Hotel,2023-12-16,2024-06-09,2024-06-10,176,Canada,1,0.0,Family,260.18,Corporate,Canceled,2023,12,Dec,2023-12,1,260.18,1
BKG103482,Resort Hotel,2022-08-06,2022-09-19,2022-09-24,44,Singapore,3,2.0,Family,129.15,Online Travel Agent,Check-Out,2022,8,Aug,2022-08,5,645.75,0
BKG103483,Resort Hotel,2022-03-16,2022-06-04,2022-06-09,80,USA,4,0.0,Family,186.26,Online Travel Agent,Canceled,2022,3,Mar,2022-03,5,931.3,1
BKG103484,Resort Hotel,2023-12-08,2024-04-27,2024-05-05,141,India,1,0.0,Suite,199.96,Online Travel Agent,Check-Out,2023,12,Dec,2023-12,8,1599.68,0
BKG103485,Resort Hotel,2022-09-01,2023-02-16,2023-02-25,168,France,1,2.0,Standard,330.6,Direct,Canceled,2022,9,Sep,2022-09,9,2975.4,1
BKG103486,Resort Hotel,2022-06-21,2022-07-19,2022-07-26,28,UK,1,0.0,Suite,168.65,Online Travel Agent,Check-Out,2022,6,Jun,2022-06,7,1180.55,0
BKG103487,City Hotel,2022-05-23,2022-11-13,2022-11-19,174,Australia,2,1.0,Standard,171.47,Direct,Check-Out,2022,5,May,2022-05,6,1028.82,0
BKG103488,City Hotel,2022-04-25,2022-05-20,2022-05-27,25,UK,4,2.0,Deluxe,160.43,Direct,Canceled,2022,4,Apr,2022-04,7,1123.01,1
BKG103489,Resort Hotel,2023-05-21,2023-11-10,2023-11-11,173,USA,1,0.0,Family,176.26,Offline Agent,Canceled,2023,5,May,2023-05,1,176.26,1
BKG103490,City Hotel,2024-01-30,2024-06-15,2024-06-22,137,Australia,2,2.0,Suite,62.05,Direct,Check-Out,2024,1,Jan,2024-01,7,434.34999999999997,0
BKG103491,Resort Hotel,2024-06-14,2024-08-18,2024-08-21,65,UK,4,1.0,Deluxe,127.82,Online Travel Agent,Check-Out,2024,6,Jun,2024-06,3,383.46,0
BKG103492,Resort Hotel,2022-11-03,2022-11-24,2022-12-02,21,France,3,0.0,Standard,245.81,Corporate,Canceled,2022,11,Nov,2022-11,8,1966.48,1
BKG103493,City Hotel,2022-03-21,2022-08-23,2022-09-01,155,India,3,0.0,Family,77.59,Corporate,Canceled,2022,3,Mar,2022-03,9,698.3100000000001,1
BKG103494,City Hotel,2022-01-03,2022-05-18,2022-05-23,135,Canada,3,0.0,Family,218.85,Online Travel Agent,Check-Out,2022,1,Jan,2022-01,5,1094.25,0
BKG103495,Resort Hotel,2023-05-24,2023-09-30,2023-10-05,129,India,4,1.0,Deluxe,236.89,Online Travel Agent,Check-Out,2023,5,May,2023-05,5,1184.4499999999998,0
BKG103496,Resort Hotel,2023-02-07,2023-04-17,2023-04-22,69,UAE,1,0.0,Suite,330.79,Online Travel Agent,Check-Out,2023,2,Feb,2023-02,5,1653.95,0
BKG103497,Resort Hotel,2022-06-17,2022-10-08,2022-10-11,113,UK,4,2.0,Deluxe,344.75,Online Travel Agent,Check-Out,2022,6,Jun,2022-06,3,1034.25,0
BKG103498,Resort Hotel,2023-12-08,2024-04-26,2024-04-30,140,UK,2,0.0,Standard,164.69,Direct,Check-Out,2023,12,Dec,2023-12,4,658.76,0
BKG103499,Resort Hotel,2023-03-14,2023-05-03,2023-05-10,50,UAE,1,0.0,Standard,316.88,Direct,Check-Out,2023,3,Mar,2023-03,7,2218.16,0
BKG103500,City Hotel,2023-02-15,2023-05-06,2023-05-08,80,Canada,1,1.0,Standard,245.03,Online Travel Agent,Check-Out,2023,2,Feb,2023-02,2,490.06,0
BKG103501,City Hotel,2023-11-16,2024-02-24,2024-02-29,100,Germany,3,1.0,Standard,224.35,Online Travel Agent,Canceled,2023,11,Nov,2023-11,5,1121.75,1
BKG103502,City Hotel,2024-03-15,2024-05-19,2024-05-20,65,Singapore,4,2.0,Standard,67.32,Direct,Check-Out,2024,3,Mar,2024-03,1,67.32,0
BKG103503,City Hotel,2023-11-05,2024-03-17,2024-03-19,133,Australia,1,0.0,Family,88.94,Online Travel Agent,Canceled,2023,11,Nov,2023-11,2,177.88,1
BKG103504,City Hotel,2023-02-16,2023-06-14,2023-06-22,118,UK,4,0.0,Suite,229.5,Offline Agent,Canceled,2023,2,Feb,2023-02,8,1836.0,1
BKG103505,City Hotel,2022-04-09,2022-08-10,2022-08-11,123,UAE,2,0.0,Standard,190.46,Offline Agent,Canceled,2022,4,Apr,2022-04,1,190.46,1
BKG103506,City Hotel,2023-04-23,2023-05-03,2023-05-06,10,UAE,2,0.0,Deluxe,220.98,Corporate,Check-Out,2023,4,Apr,2023-04,3,662.9399999999999,0
BKG103507,Resort Hotel,2024-06-13,2024-07-24,2024-08-01,41,UK,4,0.0,Standard,153.55,Corporate,Check-Out,2024,6,Jun,2024-06,8,1228.4,0
BKG103508,City Hotel,2023-10-22,2024-04-15,2024-04-18,176,Germany,3,2.0,Suite,223.57,Offline Agent,Check-Out,2023,10,Oct,2023-10,3,670.71,0
BKG103509,City Hotel,2023-04-15,2023-05-28,2023-06-07,43,Canada,2,0.0,Standard,242.3,Direct,Canceled,2023,4,Apr,2023-04,10,2423.0,1
BKG103510,City Hotel,2022-09-19,2022-09-26,2022-10-06,7,Germany,2,2.0,Suite,205.88,Offline Agent,Check-Out,2022,9,Sep,2022-09,10,2058.8,0
BKG103511,Resort Hotel,2022-10-20,2022-12-27,2022-12-30,68,UAE,4,0.0,Family,229.81,Corporate,Check-Out,2022,10,Oct,2022-10,3,689.4300000000001,0
BKG103512,Resort Hotel,2022-09-03,2023-02-04,2023-02-06,154,Canada,4,1.0,Deluxe,177.53,Corporate,No-Show,2022,9,Sep,2022-09,2,355.06,0
BKG103513,Resort Hotel,2024-06-06,2024-08-02,2024-08-06,57,India,3,0.0,Standard,332.33,Offline Agent,Check-Out,2024,6,Jun,2024-06,4,1329.32,0
BKG103514,Resort Hotel,2022-09-09,2022-11-17,2022-11-18,69,USA,1,0.0,Suite,260.44,Offline Agent,Check-Out,2022,9,Sep,2022-09,1,260.44,0
BKG103515,Resort Hotel,2022-09-19,2023-03-14,2023-03-20,176,Singapore,2,1.0,Family,121.42,Direct,Canceled,2022,9,Sep,2022-09,6,728.52,1
BKG103516,City Hotel,2022-07-19,2022-10-20,2022-10-28,93,UAE,1,0.0,Family,140.02,Corporate,Check-Out,2022,7,Jul,2022-07,8,1120.16,0
BKG103517,City Hotel,2024-06-11,2024-08-24,2024-08-27,74,France,1,0.0,Suite,90.52,Corporate,No-Show,2024,6,Jun,2024-06,3,271.56,0
BKG103518,City Hotel,2022-12-07,2023-04-08,2023-04-13,122,UK,2,0.0,Suite,243.22,Offline Agent,Check-Out,2022,12,Dec,2022-12,5,1216.1,0
BKG103519,City Hotel,2022-04-23,2022-07-25,2022-07-27,93,France,2,2.0,Family,92.26,Direct,Canceled,2022,4,Apr,2022-04,2,184.52,1
BKG103520,City Hotel,2023-11-08,2024-02-15,2024-02-20,99,UK,2,2.0,Suite,232.91,Offline Agent,Canceled,2023,11,Nov,2023-11,5,1164.55,1
BKG103521,Resort Hotel,2022-11-27,2023-01-20,2023-01-30,54,UAE,4,0.0,Deluxe,281.76,Online Travel Agent,Check-Out,2022,11,Nov,2022-11,10,2817.6,0
BKG103522,Resort Hotel,2022-11-20,2022-12-20,2022-12-25,30,France,3,0.0,Family,291.11,Direct,Canceled,2022,11,Nov,2022-11,5,1455.5500000000002,1
BKG103523,City Hotel,2022-08-29,2022-09-10,2022-09-16,12,Germany,4,2.0,Standard,109.74,Online Travel Agent,Canceled,2022,8,Aug,2022-08,6,658.4399999999999,1
BKG103524,Resort Hotel,2022-04-04,2022-05-09,2022-05-14,35,Canada,4,0.0,Family,322.19,Direct,Check-Out,2022,4,Apr,2022-04,5,1610.95,0
BKG103525,City Hotel,2024-02-02,2024-02-14,2024-02-16,12,Brazil,3,0.0,Family,63.84,Online Travel Agent,Canceled,2024,2,Feb,2024-02,2,127.68,1
BKG103526,Resort Hotel,2023-01-22,2023-06-23,2023-06-30,152,Australia,2,1.0,Family,324.81,Offline Agent,Check-Out,2023,1,Jan,2023-01,7,2273.67,0
BKG103527,Resort Hotel,2023-12-18,2024-05-26,2024-05-27,160,France,4,0.0,Family,62.6,Online Travel Agent,Check-Out,2023,12,Dec,2023-12,1,62.6,0
BKG103528,Resort Hotel,2022-01-10,2022-02-05,2022-02-07,26,USA,2,0.0,Family,60.65,Online Travel Agent,Check-Out,2022,1,Jan,2022-01,2,121.3,0
BKG103529,City Hotel,2022-09-18,2022-10-01,2022-10-04,13,Singapore,4,0.0,Deluxe,221.8,Direct,Check-Out,2022,9,Sep,2022-09,3,665.4000000000001,0
BKG103530,City Hotel,2022-06-26,2022-07-11,2022-07-20,15,UK,4,0.0,Suite,136.64,Online Travel Agent,Canceled,2022,6,Jun,2022-06,9,1229.7599999999998,1
BKG103531,Resort Hotel,2023-09-26,2024-01-05,2024-01-12,101,India,4,2.0,Standard,313.78,Online Travel Agent,Check-Out,2023,9,Sep,2023-09,7,2196.46,0
BKG103532,City Hotel,2022-10-12,2022-12-20,2022-12-23,69,Germany,3,1.0,Family,64.01,Direct,Check-Out,2022,10,Oct,2022-10,3,192.03000000000003,0
BKG103533,Resort Hotel,2024-05-14,2024-09-27,2024-10-04,136,Australia,1,0.0,Suite,227.86,Corporate,Check-Out,2024,5,May,2024-05,7,1595.02,0
BKG103534,City Hotel,2022-11-28,2023-05-15,2023-05-23,168,Brazil,4,0.0,Deluxe,319.66,Direct,Check-Out,2022,11,Nov,2022-11,8,2557.28,0
BKG103535,Resort Hotel,2022-11-18,2023-03-25,2023-04-02,127,Australia,4,2.0,Family,245.98,Offline Agent,Check-Out,2022,11,Nov,2022-11,8,1967.84,0
BKG103536,City Hotel,2022-11-16,2023-04-25,2023-04-27,160,Singapore,1,0.0,Standard,230.12,Corporate,Check-Out,2022,11,Nov,2022-11,2,460.24,0
BKG103537,City Hotel,2022-10-15,2022-12-12,2022-12-22,58,India,1,0.0,Deluxe,158.89,Corporate,Canceled,2022,10,Oct,2022-10,10,1588.8999999999999,1
BKG103538,City Hotel,2023-10-10,2024-01-22,2024-02-01,104,Germany,4,0.0,Suite,267.84,Corporate,Check-Out,2023,10,Oct,2023-10,10,2678.3999999999996,0
BKG103539,Resort Hotel,2023-02-07,2023-02-11,2023-02-19,4,India,3,0.0,Standard,291.19,Corporate,Check-Out,2023,2,Feb,2023-02,8,2329.52,0
BKG103540,City Hotel,2022-06-19,2022-12-05,2022-12-08,169,USA,4,0.0,Standard,303.15,Direct,Canceled,2022,6,Jun,2022-06,3,909.4499999999999,1
BKG103541,Resort Hotel,2022-12-20,2023-05-18,2023-05-23,149,UAE,1,2.0,Family,161.22,Corporate,Check-Out,2022,12,Dec,2022-12,5,806.1,0
BKG103542,City Hotel,2022-06-11,2022-08-20,2022-08-24,70,India,4,1.0,Family,281.5,Offline Agent,Canceled,2022,6,Jun,2022-06,4,1126.0,1
BKG103543,City Hotel,2023-01-07,2023-03-30,2023-04-07,82,Australia,2,1.0,Family,313.89,Online Travel Agent,Check-Out,2023,1,Jan,2023-01,8,2511.12,0
BKG103544,Resort Hotel,2022-06-24,2022-08-06,2022-08-12,43,USA,3,1.0,Family,192.81,Corporate,Canceled,2022,6,Jun,2022-06,6,1156.8600000000001,1
BKG103545,City Hotel,2024-05-22,2024-07-01,2024-07-09,40,UAE,2,2.0,Deluxe,139.39,Direct,Canceled,2024,5,May,2024-05,8,1115.12,1
BKG103546,Resort Hotel,2023-02-11,2023-06-18,2023-06-23,127,Singapore,1,0.0,Suite,77.46,Corporate,Check-Out,2023,2,Feb,2023-02,5,387.29999999999995,0
BKG103547,Resort Hotel,2022-01-01,2022-01-16,2022-01-25,15,UK,3,0.0,Suite,159.32,Direct,Check-Out,2022,1,Jan,2022-01,9,1433.8799999999999,0
BKG103548,City Hotel,2024-01-28,2024-04-18,2024-04-26,81,USA,3,0.0,Deluxe,302.78,Offline Agent,Check-Out,2024,1,Jan,2024-01,8,2422.24,0
BKG103549,Resort Hotel,2022-09-11,2022-12-05,2022-12-08,85,Australia,3,1.0,Deluxe,80.39,Online Travel Agent,Check-Out,2022,9,Sep,2022-09,3,241.17000000000002,0
BKG103550,Resort Hotel,2023-06-08,2023-09-06,2023-09-09,90,France,1,1.0,Family,289.28,Online Travel Agent,Check-Out,2023,6,Jun,2023-06,3,867.8399999999999,0
BKG103551,Resort Hotel,2023-09-06,2024-01-11,2024-01-20,127,Australia,4,0.0,Suite,190.16,Online Travel Agent,Check-Out,2023,9,Sep,2023-09,9,1711.44,0
BKG103552,Resort Hotel,2023-12-10,2024-04-17,2024-04-18,129,Canada,3,0.0,Family,266.45,Offline Agent,Check-Out,2023,12,Dec,2023-12,1,266.45,0
BKG103553,City Hotel,2022-09-09,2022-10-30,2022-11-03,51,France,1,2.0,Standard,296.41,Corporate,Check-Out,2022,9,Sep,2022-09,4,1185.64,0
BKG103554,Resort Hotel,2023-10-31,2024-02-18,2024-02-19,110,USA,2,0.0,Deluxe,242.83,Offline Agent,Canceled,2023,10,Oct,2023-10,1,242.83,1
BKG103555,City Hotel,2023-07-08,2023-07-20,2023-07-23,12,Canada,1,0.0,Family,228.3,Offline Agent,Canceled,2023,7,Jul,2023-07,3,684.9000000000001,1
BKG103556,City Hotel,2024-03-12,2024-07-08,2024-07-16,118,Australia,2,1.0,Suite,159.2,Corporate,Check-Out,2024,3,Mar,2024-03,8,1273.6,0
BKG103557,Resort Hotel,2022-12-05,2023-05-12,2023-05-13,158,Brazil,2,0.0,Suite,320.86,Corporate,Check-Out,2022,12,Dec,2022-12,1,320.86,0
BKG103558,Resort Hotel,2024-03-01,2024-03-29,2024-03-31,28,Brazil,1,0.0,Suite,170.73,Corporate,Check-Out,2024,3,Mar,2024-03,2,341.46,0
BKG103559,Resort Hotel,2024-04-22,2024-05-04,2024-05-13,12,USA,2,0.0,Deluxe,260.43,Corporate,Check-Out,2024,4,Apr,2024-04,9,2343.87,0
BKG103560,Resort Hotel,2022-03-13,2022-05-31,2022-06-09,79,Canada,3,0.0,Standard,276.55,Direct,Check-Out,2022,3,Mar,2022-03,9,2488.9500000000003,0
BKG103561,City Hotel,2022-01-18,2022-05-08,2022-05-11,110,USA,4,0.0,Suite,171.8,Online Travel Agent,Canceled,2022,1,Jan,2022-01,3,515.4000000000001,1
BKG103562,City Hotel,2022-11-01,2023-01-18,2023-01-27,78,France,4,1.0,Deluxe,105.58,Corporate,Check-Out,2022,11,Nov,2022-11,9,950.22,0
BKG103563,City Hotel,2023-04-10,2023-10-05,2023-10-15,178,India,4,0.0,Family,75.81,Corporate,Canceled,2023,4,Apr,2023-04,10,758.1,1
BKG103564,City Hotel,2022-06-22,2022-09-18,2022-09-21,88,Singapore,1,0.0,Deluxe,126.38,Offline Agent,Check-Out,2022,6,Jun,2022-06,3,379.14,0
BKG103565,Resort Hotel,2022-04-25,2022-06-05,2022-06-11,41,Brazil,2,2.0,Suite,136.7,Corporate,No-Show,2022,4,Apr,2022-04,6,820.1999999999999,0
BKG103566,City Hotel,2023-01-29,2023-07-21,2023-07-27,173,France,1,0.0,Suite,140.13,Offline Agent,Check-Out,2023,1,Jan,2023-01,6,840.78,0
BKG103567,City Hotel,2022-11-26,2023-01-01,2023-01-05,36,UK,1,0.0,Suite,134.77,Direct,No-Show,2022,11,Nov,2022-11,4,539.08,0
BKG103568,City Hotel,2024-06-18,2024-10-30,2024-11-06,134,Canada,4,2.0,Standard,165.99,Online Travel Agent,Check-Out,2024,6,Jun,2024-06,7,1161.93,0
BKG103569,City Hotel,2023-04-27,2023-08-29,2023-09-08,124,Australia,3,0.0,Family,96.23,Online Travel Agent,Canceled,2023,4,Apr,2023-04,10,962.3000000000001,1
BKG103570,City Hotel,2023-09-23,2024-03-14,2024-03-18,173,India,4,1.0,Deluxe,101.54,Online Travel Agent,Check-Out,2023,9,Sep,2023-09,4,406.16,0
