Booking_ID,Hotel_Type,Booking_Date,Checkin_Date,Checkout_Date,Lead_Time,Country,Adults,Children,Room_Type,ADR,Booking_Channel,Cancellation_Status
BKG102598,Resort Hotel,2022-01-03,2022-02-20,2022-02-26,48,Germany,3,0.0,Family,89.9,Direct,Canceled
BKG102599,City Hotel,2022-03-26,2022-08-10,2022-08-17,137,Canada,4,0.0,Suite,328.44,Online Travel Agent,Check-Out
BKG102600,City Hotel,2022-07-28,2022-10-29,2022-10-31,93,,2,0.0,Suite,100.99,Offline Agent,Canceled
BKG102601,City Hotel,2023-07-02,2023-07-22,2023-07-28,20,UK,2,2.0,Standard,331.34,Offline Agent,Check-Out
BKG102602,Resort Hotel,2022-12-02,2023-02-27,2023-03-09,87,UK,1,2.0,,211.53,,Check-Out
BKG102603,Resort Hotel,2023-06-16,2023-07-14,2023-07-21,28,Germany,4,0.0,Deluxe,279.79,Online Travel Agent,Check-Out
BKG102604,Resort Hotel,2022-11-15,2023-03-31,2023-04-10,136,India,1,,Deluxe,318.54,Online Travel Agent,Canceled
BKG102605,Resort Hotel,2024-06-05,2024-09-11,2024-09-15,98,France,3,0.0,Deluxe,264.04,Online Travel Agent,Check-Out
BKG102606,Resort Hotel,2024-06-16,2024-09-18,2024-09-28,94,Brazil,4,0.0,Standard,343.64,Direct,Check-Out
BKG102607,Resort Hotel,2022-11-18,2022-12-27,2023-01-04,39,France,2,0.0,Family,86.3,Online Travel Agent,Check-Out
BKG102608,Resort Hotel,2022-03-27,2022-06-20,2022-06-26,85,UAE,3,0.0,Deluxe,306.2,Online Travel Agent,Check-Out
BKG102609,Resort Hotel,2024-04-07,2024-06-24,2024-06-29,78,USA,1,1.0,,187.88,Offline Agent,Check-Out
BKG102610,City Hotel,2023-07-17,2023-10-02,2023-10-08,77,Germany,3,,Suite,177.97,Corporate,No-Show
BKG102611,Resort Hotel,2022-11-07,2022-12-07,2022-12-16,30,Australia,2,2.0,Suite,231.39,Corporate,Check-Out
BKG102612,Resort Hotel,2023-03-03,2023-05-20,2023-05-22,78,Australia,1,0.0,Family,181.61,Online Travel Agent,Check-Out
BKG102613,Resort Hotel,2024-02-11,2024-08-08,2024-08-17,179,USA,2,,Family,252.6,Direct,Check-Out
BKG102614,City Hotel,2023-05-31,2023-07-02,2023-07-05,32,UK,1,1.0,Family,163.19,Offline Agent,No-Show
BKG102615,Resort Hotel,2022-02-01,2022-06-16,2022-06-20,135,India,3,,,226.15,Corporate,Check-Out
BKG102616,City Hotel,2022-05-23,2022-11-08,2022-11-14,169,India,4,,Deluxe,280.42,,Check-Out
BKG102617,City Hotel,2022-02-17,2022-08-01,2022-08-09,165,UK,3,2.0,Suite,158.48,,Check-Out
BKG102618,Resort Hotel,2022-05-06,2022-06-12,2022-06-22,37,India,3,0.0,Suite,145.62,Online Travel Agent,Canceled
BKG102619,Resort Hotel,2022-05-31,2022-11-08,2022-11-17,161,France,4,0.0,Standard,293.74,Direct,Canceled
BKG102620,City Hotel,2024-05-01,2024-06-16,2024-06-21,46,Canada,1,1.0,Suite,287.12,Offline Agent,No-Show
BKG102621,Resort Hotel,2023-02-13,2023-08-09,2023-08-19,177,France,3,,Standard,268.22,Corporate,Check-Out
BKG102622,City Hotel,2023-12-06,2024-02-10,2024-02-14,66,UAE,1,0.0,Family,321.17,Direct,Check-Out
BKG102623,Resort Hotel,2023-07-27,2023-11-29,2023-12-08,125,USA,4,1.0,,160.8,Offline Agent,Check-Out
BKG102624,Resort Hotel,2022-02-23,2022-06-09,2022-06-12,106,,2,2.0,Deluxe,66.68,Offline Agent,Check-Out
BKG102625,Resort Hotel,2022-10-14,2023-02-14,2023-02-24,123,Brazil,3,1.0,Standard,321.74,Direct,Check-Out
BKG102626,City Hotel,2022-08-01,2022-10-24,2022-10-26,84,Germany,3,2.0,,230.19,Corporate,Check-Out
BKG102627,City Hotel,2023-08-27,2023-09-27,2023-10-02,31,Germany,4,2.0,Suite,272.01,Offline Agent,Check-Out
BKG102628,Resort Hotel,2022-09-03,2023-01-31,2023-02-06,150,Brazil,1,1.0,Suite,197.53,,Check-Out
BKG102629,City Hotel,2024-01-18,2024-04-27,2024-05-05,100,Singapore,1,,Family,134.2,Corporate,Check-Out
BKG102630,Resort Hotel,2023-11-08,2023-12-16,2023-12-26,38,UK,2,0.0,,284.55,Online Travel Agent,Canceled
BKG102631,Resort Hotel,2022-04-24,2022-09-05,2022-09-09,134,Australia,2,0.0,Suite,168.32,Offline Agent,Check-Out
BKG102632,Resort Hotel,2022-11-02,2023-04-25,2023-05-02,174,Brazil,4,1.0,Family,245.35,Corporate,Check-Out
BKG102633,City Hotel,2023-07-19,2023-09-13,2023-09-21,56,UAE,3,0.0,Deluxe,226.61,Online Travel Agent,Check-Out
BKG102634,City Hotel,2023-10-14,2023-12-04,2023-12-06,51,Brazil,4,0.0,Deluxe,320.19,Offline Agent,Check-Out
BKG102635,City Hotel,2023-12-27,2024-04-22,2024-04-27,117,Singapore,1,0.0,Family,264.67,Direct,Check-Out
BKG102636,Resort Hotel,2022-11-27,2022-12-27,2022-12-29,30,France,4,1.0,Family,134.58,Corporate,Canceled
BKG102637,City Hotel,2022-03-15,2022-06-14,2022-06-21,91,Singapore,3,0.0,,237.3,Direct,Canceled
BKG102638,Resort Hotel,2022-01-09,2022-01-21,2022-01-31,12,India,2,0.0,Standard,273.56,Offline Agent,Canceled
BKG102639,Resort Hotel,2024-05-07,2024-05-16,2024-05-18,9,UK,3,2.0,Suite,197.87,Direct,Check-Out
BKG102640,City Hotel,2022-10-15,2023-03-02,2023-03-06,138,Australia,3,2.0,Standard,108.54,Corporate,Check-Out
BKG102641,Resort Hotel,2023-12-12,2023-12-24,2023-12-26,12,Germany,1,0.0,Suite,62.35,Online Travel Agent,Check-Out
BKG102642,City Hotel,2024-05-24,2024-08-17,2024-08-21,85,Australia,4,0.0,Family,168.67,Online Travel Agent,Canceled
BKG102643,Resort Hotel,2022-12-01,2023-02-05,2023-02-10,66,Australia,4,0.0,Standard,160.06,Offline Agent,Check-Out
BKG102644,City Hotel,2022-10-01,2023-01-12,2023-01-15,103,Germany,4,0.0,Family,73.94,Corporate,Check-Out
BKG102645,City Hotel,2022-03-06,2022-04-02,2022-04-12,27,Australia,2,2.0,Family,298.09,Direct,Canceled
BKG102646,Resort Hotel,2023-01-09,2023-01-19,2023-01-22,10,Singapore,1,,Deluxe,341.26,Online Travel Agent,Check-Out
BKG102647,City Hotel,2023-04-10,2023-07-06,2023-07-12,87,UK,2,0.0,Family,325.11,,Check-Out
BKG102648,City Hotel,2023-09-14,2023-12-17,2023-12-24,94,India,4,,Family,137.43,Online Travel Agent,Canceled
BKG102649,City Hotel,2024-04-30,2024-07-26,2024-07-28,87,Canada,1,2.0,Suite,206.41,Corporate,Check-Out
BKG102650,Resort Hotel,2023-08-10,2024-01-30,2024-02-04,173,UAE,3,0.0,Deluxe,290.1,Online Travel Agent,Check-Out
BKG102651,Resort Hotel,2022-10-10,2023-03-17,2023-03-26,158,Singapore,2,2.0,Suite,280.21,Offline Agent,Check-Out
BKG102652,Resort Hotel,2023-04-01,2023-07-21,2023-07-27,111,Canada,4,0.0,Standard,228.88,Corporate,Check-Out
BKG102653,City Hotel,2024-01-13,2024-06-17,2024-06-22,156,Singapore,2,,Family,124.57,Offline Agent,Check-Out
BKG102654,City Hotel,2024-05-30,2024-09-12,2024-09-22,105,Brazil,2,0.0,Standard,270.52,Offline Agent,Check-Out
BKG102655,City Hotel,2023-12-12,2024-02-11,2024-02-16,61,Canada,1,0.0,Standard,121.05,Online Travel Agent,Check-Out
BKG102656,Resort Hotel,2022-04-23,2022-05-24,2022-05-30,31,France,3,1.0,Suite,191.91,Direct,Check-Out
BKG102657,City Hotel,2024-04-18,2024-10-03,2024-10-08,168,Canada,4,0.0,Suite,110.16,Offline Agent,Check-Out
BKG102658,City Hotel,2022-08-17,2022-11-12,2022-11-17,87,UAE,4,0.0,Family,87.62,Direct,Check-Out
BKG102659,City Hotel,2022-11-18,2022-12-26,2022-12-30,38,UAE,2,2.0,Standard,166.35,Corporate,Check-Out
BKG102660,City Hotel,2023-09-05,2023-11-21,2023-11-29,77,Australia,3,2.0,Standard,88.34,Direct,Canceled
BKG102661,Resort Hotel,2023-06-28,2023-09-03,2023-09-05,67,France,2,1.0,Family,108.62,Online Travel Agent,Check-Out
BKG102662,City Hotel,2023-04-22,2023-05-18,2023-05-23,26,,4,2.0,Suite,349.16,Offline Agent,Check-Out
BKG102663,City Hotel,2023-05-16,2023-11-09,2023-11-13,177,Brazil,3,0.0,Suite,221.23,Online Travel Agent,Check-Out
BKG102664,City Hotel,2022-08-10,2022-12-15,2022-12-20,127,India,3,1.0,Deluxe,70.75,Offline Agent,Check-Out
BKG102665,City Hotel,2022-03-21,2022-07-16,2022-07-22,117,,1,,Family,279.81,Offline Agent,Check-Out
BKG102666,Resort Hotel,2023-10-24,2024-01-01,2024-01-11,69,Singapore,1,1.0,Suite,217.47,Corporate,Check-Out
BKG102667,Resort Hotel,2023-02-12,2023-08-11,2023-08-14,180,Singapore,1,0.0,Family,227.71,Offline Agent,Check-Out
BKG102668,City Hotel,2022-09-13,2022-12-12,2022-12-16,90,,4,1.0,Family,349.96,,Check-Out
BKG102669,Resort Hotel,2023-04-11,2023-05-13,2023-05-16,32,Germany,2,0.0,Suite,285.94,Online Travel Agent,Canceled
BKG102670,City Hotel,2023-09-19,2023-09-20,2023-09-22,1,France,3,,Deluxe,73.67,Offline Agent,Check-Out
BKG102671,City Hotel,2023-09-22,2023-11-19,2023-11-26,58,Canada,4,0.0,,150.96,Corporate,Check-Out
BKG102672,Resort Hotel,2022-01-23,2022-03-14,2022-03-15,50,UAE,1,1.0,Family,255.33,Corporate,Check-Out
BKG102673,City Hotel,2022-06-07,2022-09-14,2022-09-15,99,Germany,2,0.0,Family,112.63,Corporate,Canceled
BKG102674,Resort Hotel,2024-03-30,2024-04-16,2024-04-19,17,USA,4,1.0,Deluxe,332.3,Direct,No-Show
BKG102675,Resort Hotel,2024-03-26,2024-05-07,2024-05-09,42,Australia,3,0.0,Standard,153.46,,Check-Out
BKG102676,City Hotel,2024-03-19,2024-08-30,2024-09-08,164,Australia,2,0.0,Suite,294.9,Offline Agent,No-Show
BKG102677,Resort Hotel,2023-10-07,2024-03-16,2024-03-21,161,UAE,4,0.0,Suite,263.02,Corporate,Check-Out
BKG102678,City Hotel,2022-03-20,2022-04-17,2022-04-26,28,,1,2.0,Deluxe,253.06,Offline Agent,Canceled
BKG102679,Resort Hotel,2022-07-12,2022-11-19,2022-11-20,130,Brazil,3,0.0,Deluxe,76.8,Offline Agent,Canceled
BKG102680,City Hotel,2024-01-10,2024-04-28,2024-05-07,109,Canada,3,0.0,Standard,215.75,Corporate,Check-Out
BKG102681,Resort Hotel,2022-05-18,2022-06-29,2022-06-30,42,Germany,1,0.0,,251.94,Corporate,Check-Out
BKG102682,Resort Hotel,2022-03-03,2022-03-27,2022-03-29,24,Australia,2,1.0,Standard,109.01,Direct,Check-Out
BKG102683,Resort Hotel,2023-05-09,2023-08-18,2023-08-23,101,Australia,4,1.0,Family,73.4,Offline Agent,Check-Out
BKG102684,City Hotel,2023-07-11,2023-09-09,2023-09-17,60,India,4,0.0,Family,274.73,Offline Agent,Check-Out
BKG102685,Resort Hotel,2023-12-07,2023-12-23,2023-12-30,16,France,2,0.0,Family,204.71,,Check-Out
BKG102686,Resort Hotel,2022-04-16,2022-08-22,2022-08-29,128,Australia,2,0.0,Suite,125.59,Corporate,Canceled
BKG102687,Resort Hotel,2022-09-20,2023-02-24,2023-03-03,157,Australia,4,0.0,Standard,91.66,Corporate,Canceled
BKG102688,City Hotel,2023-12-03,2024-01-31,2024-02-10,59,Brazil,1,1.0,Standard,287.54,Offline Agent,Check-Out
BKG102689,City Hotel,2022-08-23,2022-11-07,2022-11-10,76,India,3,0.0,Standard,264.5,Online Travel Agent,Canceled
BKG102690,Resort Hotel,2023-01-18,2023-06-10,2023-06-20,143,Brazil,1,0.0,Family,175.16,Offline Agent,No-Show
BKG102691,Resort Hotel,2023-04-19,2023-06-28,2023-07-01,70,Brazil,1,0.0,Deluxe,327.46,Offline Agent,Canceled
BKG102692,Resort Hotel,2024-03-10,2024-06-05,2024-06-08,87,Australia,4,0.0,Standard,100.77,Offline Agent,Check-Out
BKG102693,City Hotel,2022-10-10,2023-02-18,2023-02-19,131,Singapore,2,2.0,Deluxe,127.25,Corporate,Check-Out
BKG102694,Resort Hotel,2024-05-09,2024-10-15,2024-10-17,159,UAE,1,1.0,Standard,165.01,Offline Agent,Check-Out
BKG102695,Resort Hotel,2022-09-17,2022-12-22,2023-01-01,96,USA,2,,Suite,95.41,Online Travel Agent,Canceled
BKG102696,City Hotel,2024-02-23,2024-03-16,2024-03-19,22,UAE,2,0.0,Family,85.17,Online Travel Agent,Canceled
BKG102697,Resort Hotel,2022-12-14,2023-05-17,2023-05-25,154,Canada,1,1.0,Standard,329.39,Direct,Check-Out
BKG102698,Resort Hotel,2023-02-25,2023-07-03,2023-07-11,128,,1,2.0,Family,148.0,Online Travel Agent,Check-Out
BKG102699,Resort Hotel,2023-02-06,2023-04-11,2023-04-20,64,Germany,2,2.0,Family,231.27,Offline Agent,Check-Out
BKG102700,City Hotel,2022-04-29,2022-09-18,2022-09-26,142,India,4,1.0,Standard,194.79,Offline Agent,Check-Out
BKG102701,City Hotel,2022-11-14,2023-02-05,2023-02-15,83,Germany,4,0.0,Standard,304.4,Direct,Check-Out
BKG102702,City Hotel,2022-09-28,2023-02-23,2023-03-02,148,France,4,0.0,Suite,324.6,Online Travel Agent,Canceled
BKG102703,City Hotel,2022-11-06,2023-03-24,2023-03-29,138,Germany,1,2.0,Standard,148.01,Online Travel Agent,No-Show
BKG102704,City Hotel,2023-02-01,2023-02-06,2023-02-12,5,Brazil,3,0.0,,200.26,Corporate,Canceled
BKG102705,City Hotel,2023-02-28,2023-03-30,2023-04-01,30,Australia,1,0.0,,200.39,Offline Agent,Check-Out
BKG102706,City Hotel,2023-11-21,2024-02-18,2024-02-25,89,UK,3,1.0,Deluxe,103.46,Offline Agent,Check-Out
BKG102707,Resort Hotel,2022-08-04,2022-10-18,2022-10-27,75,Germany,3,0.0,,333.55,Corporate,No-Show
BKG102708,City Hotel,2023-01-25,2023-06-09,2023-06-15,135,Brazil,4,0.0,Deluxe,304.43,Offline Agent,Check-Out
BKG102709,City Hotel,2023-06-16,2023-07-19,2023-07-26,33,Canada,4,0.0,Family,241.19,Offline Agent,Check-Out
BKG102710,City Hotel,2023-04-25,2023-05-05,2023-05-09,10,Canada,4,0.0,Deluxe,169.11,Offline Agent,Check-Out
BKG102711,Resort Hotel,2024-03-15,2024-04-05,2024-04-06,21,UK,4,0.0,Family,346.62,Direct,Check-Out
BKG102712,Resort Hotel,2024-03-23,2024-03-31,2024-04-07,8,Germany,2,0.0,Deluxe,118.5,Online Travel Agent,Canceled
BKG102713,Resort Hotel,2022-08-09,2023-01-13,2023-01-23,157,Australia,2,0.0,Standard,141.18,Offline Agent,Check-Out
BKG102714,Resort Hotel,2022-09-22,2022-11-19,2022-11-20,58,Germany,4,2.0,Suite,159.7,Offline Agent,Check-Out
BKG102715,City Hotel,2023-02-06,2023-04-29,2023-05-02,82,Germany,3,0.0,,99.6,Online Travel Agent,Check-Out
BKG102716,City Hotel,2023-01-27,2023-04-04,2023-04-09,67,Germany,3,0.0,Standard,214.2,Online Travel Agent,No-Show
BKG102717,City Hotel,2023-10-09,2024-02-19,2024-02-20,133,UK,3,0.0,Standard,165.01,Corporate,Check-Out
BKG102718,Resort Hotel,2023-03-31,2023-07-14,2023-07-19,105,Canada,2,0.0,Family,156.58,Offline Agent,Check-Out
BKG102719,Resort Hotel,2022-01-29,2022-07-21,2022-07-24,173,UK,1,0.0,Standard,269.41,Direct,Canceled
BKG102720,City Hotel,2023-05-08,2023-05-16,2023-05-18,8,Germany,3,,,176.37,,Check-Out
BKG102721,Resort Hotel,2024-03-06,2024-07-07,2024-07-10,123,France,4,0.0,Deluxe,299.65,Corporate,Check-Out
BKG102722,City Hotel,2024-03-27,2024-07-09,2024-07-12,104,France,1,1.0,,325.56,Online Travel Agent,Check-Out
BKG102723,City Hotel,2022-08-29,2022-10-17,2022-10-20,49,USA,1,1.0,Standard,61.3,Direct,Check-Out
BKG102724,Resort Hotel,2022-11-16,2023-02-10,2023-02-12,86,India,2,0.0,Standard,102.67,Offline Agent,Check-Out
BKG102725,Resort Hotel,2023-01-11,2023-03-21,2023-03-23,69,USA,4,0.0,Standard,213.65,Corporate,Check-Out
BKG102726,City Hotel,2022-05-15,2022-09-11,2022-09-17,119,Brazil,1,0.0,Family,163.1,Corporate,Check-Out
BKG102727,City Hotel,2024-04-25,2024-05-08,2024-05-12,13,France,4,0.0,,199.57,Direct,Check-Out
BKG102728,Resort Hotel,2023-01-17,2023-05-26,2023-06-03,129,Australia,2,0.0,Standard,259.75,Offline Agent,Check-Out
BKG102729,Resort Hotel,2022-04-01,2022-06-06,2022-06-12,66,,4,2.0,Family,104.52,,Check-Out
BKG102730,Resort Hotel,2023-11-11,2024-03-26,2024-04-01,136,USA,1,2.0,Suite,243.94,Online Travel Agent,Canceled
BKG102731,Resort Hotel,2023-08-03,2023-11-21,2023-11-29,110,UAE,4,0.0,Standard,68.04,Direct,Check-Out
BKG102732,Resort Hotel,2024-05-18,2024-10-08,2024-10-11,143,Brazil,3,0.0,Family,129.1,Online Travel Agent,Canceled
BKG102733,Resort Hotel,2023-08-13,2024-01-25,2024-01-29,165,,4,2.0,Standard,158.74,Corporate,Check-Out
BKG102734,Resort Hotel,2023-10-09,2024-01-12,2024-01-18,95,Brazil,1,0.0,Family,184.51,Online Travel Agent,Check-Out
BKG102735,Resort Hotel,2022-06-18,2022-06-22,2022-06-30,4,France,3,1.0,Deluxe,147.78,,Check-Out
BKG102736,City Hotel,2023-04-24,2023-06-23,2023-07-03,60,Brazil,4,0.0,Standard,171.79,Direct,Check-Out
BKG102737,City Hotel,2022-07-02,2022-09-16,2022-09-26,76,Canada,4,1.0,Family,128.33,Direct,Canceled
BKG102738,City Hotel,2022-09-22,2022-12-07,2022-12-11,76,France,3,0.0,Family,242.6,,Check-Out
BKG102739,City Hotel,2024-06-06,2024-09-10,2024-09-16,96,France,4,,Deluxe,157.89,Online Travel Agent,Canceled
BKG102740,Resort Hotel,2023-09-21,2024-02-14,2024-02-15,146,France,2,0.0,Deluxe,329.15,Corporate,Check-Out
BKG102741,Resort Hotel,2024-06-03,2024-09-18,2024-09-19,107,Brazil,1,0.0,Standard,224.61,Offline Agent,Check-Out
BKG102742,Resort Hotel,2023-05-10,2023-07-07,2023-07-15,58,Australia,4,,Family,143.52,Direct,Check-Out
BKG102743,Resort Hotel,2022-09-25,2023-02-24,2023-02-27,152,India,1,0.0,Standard,179.65,Corporate,Canceled
BKG102744,Resort Hotel,2023-10-07,2023-10-22,2023-10-24,15,USA,3,0.0,Family,195.36,Direct,Canceled
BKG102745,City Hotel,2023-02-10,2023-04-30,2023-05-02,79,Australia,3,1.0,Standard,338.4,Online Travel Agent,Check-Out
BKG102746,City Hotel,2023-06-19,2023-08-26,2023-08-29,68,Canada,2,0.0,Suite,343.88,Direct,Check-Out
BKG102747,City Hotel,2023-07-06,2023-12-16,2023-12-20,163,Canada,3,2.0,Family,181.0,Online Travel Agent,No-Show
BKG102748,Resort Hotel,2022-09-13,2023-02-12,2023-02-13,152,France,2,0.0,Family,185.07,Direct,Check-Out
BKG102749,Resort Hotel,2022-01-11,2022-01-21,2022-01-25,10,India,2,2.0,Family,223.2,Corporate,Canceled
BKG102750,City Hotel,2023-02-21,2023-03-10,2023-03-15,17,Germany,3,0.0,Suite,190.97,Corporate,Check-Out
BKG102751,City Hotel,2022-02-23,2022-05-06,2022-05-09,72,Brazil,2,0.0,Deluxe,176.16,Online Travel Agent,Canceled
BKG102752,Resort Hotel,2023-03-30,2023-07-01,2023-07-06,93,Brazil,2,2.0,,116.97,Online Travel Agent,Check-Out
BKG102753,City Hotel,2024-05-24,2024-07-17,2024-07-27,54,Singapore,2,0.0,Deluxe,110.61,,Check-Out
BKG102754,City Hotel,2022-09-12,2023-01-20,2023-01-22,130,Germany,2,0.0,Suite,65.71,Corporate,Check-Out
BKG102755,City Hotel,2024-05-08,2024-10-28,2024-11-01,173,,1,,,345.87,Direct,Check-Out
BKG102756,Resort Hotel,2024-02-16,2024-06-16,2024-06-21,121,Canada,1,2.0,Deluxe,216.23,Online Travel Agent,Check-Out
BKG102757,Resort Hotel,2022-12-22,2023-01-02,2023-01-08,11,UK,1,,Suite,73.98,,Canceled
BKG102758,City Hotel,2023-05-15,2023-06-06,2023-06-12,22,India,3,0.0,Suite,214.95,Online Travel Agent,Check-Out
BKG102759,Resort Hotel,2022-06-05,2022-11-17,2022-11-22,165,Brazil,3,1.0,Deluxe,148.61,Corporate,Canceled
BKG102760,Resort Hotel,2024-05-26,2024-06-17,2024-06-20,22,Canada,3,0.0,Standard,208.1,Online Travel Agent,Canceled
BKG102761,City Hotel,2024-04-22,2024-07-19,2024-07-20,88,Brazil,3,0.0,Suite,271.48,Online Travel Agent,Check-Out
BKG102762,City Hotel,2024-06-14,2024-10-12,2024-10-14,120,UAE,3,1.0,Family,308.91,,Canceled
BKG102763,Resort Hotel,2023-02-06,2023-05-27,2023-05-31,110,France,2,2.0,Family,243.22,Direct,Check-Out
BKG102764,Resort Hotel,2024-03-13,2024-07-01,2024-07-03,110,Singapore,4,0.0,Suite,305.16,Offline Agent,Check-Out
BKG102765,City Hotel,2022-05-15,2022-05-17,2022-05-18,2,India,4,1.0,Suite,332.47,Direct,Check-Out
BKG102766,City Hotel,2023-09-14,2024-02-04,2024-02-11,143,,3,1.0,,232.74,Direct,Check-Out
BKG102767,Resort Hotel,2023-12-11,2024-03-28,2024-03-29,108,USA,1,2.0,Suite,71.0,Offline Agent,Canceled
BKG102768,Resort Hotel,2024-05-19,2024-05-31,2024-06-04,12,Singapore,2,1.0,Deluxe,301.01,Online Travel Agent,Check-Out
BKG102769,Resort Hotel,2023-02-05,2023-07-23,2023-07-25,168,Australia,4,0.0,Family,220.91,Corporate,Check-Out
BKG102770,City Hotel,2024-04-16,2024-10-08,2024-10-14,175,India,4,,Family,73.27,,No-Show
BKG102771,Resort Hotel,2024-02-16,2024-07-07,2024-07-16,142,India,2,1.0,Family,198.8,Direct,Canceled
BKG102772,Resort Hotel,2022-06-10,2022-06-10,2022-06-19,0,Canada,1,,Deluxe,189.75,Corporate,Check-Out
BKG102773,Resort Hotel,2022-01-19,2022-05-18,2022-05-27,119,India,2,0.0,Family,338.23,Offline Agent,No-Show
BKG102774,City Hotel,2023-06-17,2023-11-17,2023-11-27,153,France,3,0.0,Deluxe,246.05,Offline Agent,Check-Out
BKG102775,City Hotel,2022-03-23,2022-05-28,2022-06-04,66,,4,0.0,Family,223.65,,Check-Out
BKG102776,City Hotel,2024-06-08,2024-10-29,2024-11-04,143,UAE,4,,Family,84.36,Online Travel Agent,Check-Out
BKG102777,Resort Hotel,2023-09-15,2023-12-17,2023-12-24,93,Singapore,2,0.0,Standard,132.19,Offline Agent,Check-Out
BKG102778,City Hotel,2022-05-31,2022-06-04,2022-06-05,4,Australia,2,0.0,Suite,213.48,Direct,Check-Out
BKG102779,Resort Hotel,2023-04-26,2023-10-23,2023-10-31,180,USA,4,0.0,Family,65.34,Offline Agent,Check-Out
BKG102780,City Hotel,2023-05-08,2023-06-04,2023-06-14,27,Singapore,2,1.0,Family,91.24,Direct,Check-Out
BKG102781,City Hotel,2022-04-16,2022-05-22,2022-05-27,36,UAE,1,0.0,Suite,336.64,,Check-Out
BKG102782,Resort Hotel,2022-12-17,2023-03-02,2023-03-12,75,Brazil,1,2.0,Deluxe,348.12,Offline Agent,Check-Out
BKG102783,Resort Hotel,2023-04-15,2023-06-14,2023-06-23,60,Australia,4,,Deluxe,149.86,Online Travel Agent,Check-Out
BKG102784,Resort Hotel,2024-03-23,2024-06-03,2024-06-07,72,France,2,0.0,Deluxe,67.97,Corporate,Check-Out
BKG102785,City Hotel,2022-11-11,2023-04-18,2023-04-22,158,USA,1,1.0,Family,260.58,Offline Agent,Check-Out
BKG102786,Resort Hotel,2022-10-05,2023-01-18,2023-01-25,105,UAE,2,2.0,Standard,239.57,Offline Agent,Check-Out
BKG102787,Resort Hotel,2022-12-11,2023-01-19,2023-01-27,39,UK,3,1.0,Deluxe,76.15,,Check-Out
BKG102788,Resort Hotel,2022-10-21,2022-10-30,2022-11-05,9,UK,4,1.0,Suite,190.97,Online Travel Agent,Check-Out
BKG102789,Resort Hotel,2023-06-16,2023-11-07,2023-11-08,144,Singapore,3,0.0,Standard,327.68,Corporate,Check-Out
BKG102790,Resort Hotel,2023-02-17,2023-06-07,2023-06-08,110,Canada,1,0.0,Suite,123.08,Corporate,Check-Out
BKG102791,City Hotel,2023-09-21,2023-09-29,2023-10-09,8,UK,4,0.0,,180.72,Offline Agent,Check-Out
BKG102792,Resort Hotel,2024-04-29,2024-09-17,2024-09-22,141,UK,3,0.0,Suite,105.03,Direct,Check-Out
BKG102793,Resort Hotel,2023-07-12,2023-10-20,2023-10-24,100,Canada,1,0.0,Standard,311.81,Corporate,Check-Out
BKG102794,City Hotel,2022-08-20,2022-09-07,2022-09-09,18,Brazil,1,0.0,Standard,170.28,Corporate,Canceled
BKG102795,Resort Hotel,2023-09-11,2023-11-13,2023-11-23,63,France,4,0.0,Family,171.14,Online Travel Agent,Canceled
BKG102796,City Hotel,2023-08-05,2023-09-05,2023-09-07,31,Brazil,2,0.0,Deluxe,305.63,Corporate,Canceled
BKG102797,Resort Hotel,2023-02-24,2023-07-17,2023-07-26,143,Germany,2,0.0,Suite,78.38,Online Travel Agent,Check-Out
BKG102798,Resort Hotel,2022-07-22,2022-08-08,2022-08-17,17,France,1,0.0,Standard,333.72,Corporate,Canceled
BKG102799,City Hotel,2023-12-16,2024-06-13,2024-06-17,180,Brazil,2,0.0,Standard,244.49,Corporate,Check-Out
BKG102800,City Hotel,2022-02-09,2022-06-17,2022-06-23,128,India,4,0.0,Family,226.03,Offline Agent,Check-Out
BKG102801,Resort Hotel,2023-11-08,2024-03-15,2024-03-23,128,France,2,0.0,Suite,66.32,Offline Agent,Check-Out
BKG102802,City Hotel,2023-05-01,2023-06-02,2023-06-05,32,Brazil,4,0.0,Suite,251.8,Online Travel Agent,Check-Out
BKG102803,City Hotel,2022-10-02,2022-10-08,2022-10-12,6,India,2,1.0,Deluxe,137.0,Direct,Check-Out
BKG102804,City Hotel,2023-12-27,2024-02-23,2024-03-01,58,France,3,0.0,Standard,113.89,Online Travel Agent,Canceled
BKG102805,Resort Hotel,2022-01-18,2022-03-16,2022-03-19,57,Singapore,4,1.0,Standard,161.67,Corporate,Check-Out
BKG102806,City Hotel,2023-02-11,2023-04-13,2023-04-15,61,UAE,1,0.0,Suite,67.76,Offline Agent,Canceled
BKG102807,City Hotel,2022-06-19,2022-09-09,2022-09-13,82,India,4,0.0,Standard,172.66,Corporate,Check-Out
BKG102808,City Hotel,2023-06-18,2023-09-28,2023-10-06,102,Singapore,3,2.0,Suite,169.79,Online Travel Agent,Check-Out
BKG102809,City Hotel,2023-10-28,2023-12-30,2024-01-06,63,Canada,1,0.0,Standard,346.59,Online Travel Agent,Check-Out
BKG102810,Resort Hotel,2024-02-23,2024-04-19,2024-04-27,56,,3,2.0,Standard,323.16,Offline Agent,Check-Out
BKG102811,City Hotel,2022-04-24,2022-05-12,2022-05-20,18,India,1,2.0,Standard,264.01,Corporate,Check-Out
BKG102812,City Hotel,2022-06-24,2022-07-17,2022-07-22,23,UAE,3,0.0,Family,84.98,Offline Agent,Check-Out
