Transaction ID,Customer ID,Transaction Date,Transaction Amount,Transaction Type,Merchant Category,Location,Device Used,Fraud Flag
T102596,C1856,2024-03-27,4144.0,POS,Fuel,Hyderabad,POS Terminal,No
T102597,C2066,2025-04-07,24935.43,Online,Fashion,Pune,Mobile,No
T102598,C1490,2024-12-24,4335.68,POS,Fuel,Ahmedabad,POS Terminal,No
T102599,C1692,2024-01-21,2094.04,POS,Fashion,Delhi,POS Terminal,No
T102600,C1065,2024-03-07,12776.38,ATM,Grocery,Lucknow,ATM Machine,Yes
T102601,C1780,2024-04-12,909.55,POS,Healthcare,Kolkata,POS Terminal,No
T102602,C1554,2024-12-22,11254.81,POS,Entertainment,Pune,POS Terminal,No
T102603,C1870,2024-07-27,6692.94,ATM,Entertainment,Bangalore,ATM Machine,No
T102604,C1536,2024-10-09,206.71,Online,Fashion,Chennai,Desktop,No
T102605,C1922,2025-04-15,10467.02,ATM,Electronics,Pune,ATM Machine,No
T102606,C1233,2024-01-12,2533.23,Online,Electronics,Hyderabad,Mobile,No
T102607,C1134,2024-03-19,5885.31,ATM,Travel,Delhi,ATM Machine,No
T102608,C1020,2025-01-05,35407.43,Online,Entertainment,Lucknow,Mobile,No
T102609,C1944,2024-11-19,1034.08,POS,Electronics,Lucknow,POS Terminal,No
T102610,C1285,2024-04-12,16867.1,ATM,Electronics,Bangalore,ATM Machine,No
T102611,C1188,2024-01-02,156.92,POS,Travel,Hyderabad,POS Terminal,No
T102612,C1163,2024-07-17,3777.68,POS,Utilities,Hyderabad,POS Terminal,No
T102613,C1405,2024-12-28,11139.47,POS,E-commerce,Bangalore,POS Terminal,No
T102614,C1126,2024-08-14,15950.25,Online,Utilities,Mumbai,Mobile,No
T102615,C1405,2024-05-14,5274.24,Online,Utilities,Lucknow,Mobile,No
T102616,C1156,2024-04-06,18139.65,Online,Entertainment,Hyderabad,Mobile,No
T102617,C1608,2024-11-03,4128.86,POS,Utilities,Chennai,POS Terminal,No
T102618,C1514,2025-02-26,12656.41,POS,Travel,Jaipur,POS Terminal,Yes
T102619,C1516,2024-05-24,15804.73,Online,Electronics,Mumbai,Mobile,No
T102620,C1124,2024-11-13,11855.09,POS,Electronics,Ahmedabad,POS Terminal,Yes
T102621,C1181,2024-06-12,17891.51,ATM,Entertainment,Lucknow,ATM Machine,No
T102622,C1135,2024-10-18,6563.88,POS,Entertainment,Ahmedabad,POS Terminal,No
T102623,C1984,2024-07-08,13658.15,POS,Fuel,Ahmedabad,POS Terminal,No
T102624,C1390,2024-04-26,7857.7,ATM,Restaurant,Mumbai,ATM Machine,No
T102625,C1840,2024-08-26,14464.77,POS,Entertainment,Kolkata,POS Terminal,No
T102626,C1952,2024-08-19,4646.62,Online,Restaurant,Kolkata,Desktop,No
T102627,C1286,2025-02-07,10336.59,POS,Healthcare,Bangalore,POS Terminal,No
T102628,C1029,2024-08-10,10129.37,ATM,Restaurant,Bangalore,ATM Machine,No
T102629,C1377,2024-04-21,19504.91,Online,Grocery,Kolkata,Desktop,No
T102630,C1691,2024-04-11,31709.05,Online,Fashion,Kolkata,Mobile,No
T102631,C2126,2024-05-22,35252.08,Online,Travel,Ahmedabad,Tablet,No
T102632,C1887,2024-08-10,417.29,Online,Fashion,Mumbai,Desktop,No
T102633,C1138,2025-05-02,2587.6,POS,Fashion,Lucknow,POS Terminal,No
T102634,C1482,2024-09-22,10724.39,POS,Travel,Kolkata,POS Terminal,No
T102635,C1631,2024-11-19,33385.99,Online,Entertainment,Chennai,Tablet,No
T102636,C1250,2024-11-02,48309.17,Online,Utilities,Chennai,Desktop,No
T102637,C1263,2024-07-08,15340.24,ATM,Fashion,Delhi,ATM Machine,Yes
T102638,C1758,2024-08-01,47548.48,Online,Travel,Pune,Tablet,No
T102639,C1641,2024-11-20,10567.85,POS,Fuel,Jaipur,POS Terminal,No
T102640,C1679,2024-12-23,15043.0,Online,Restaurant,Pune,Tablet,No
T102641,C1469,2024-12-28,2554.62,ATM,E-commerce,Hyderabad,ATM Machine,No
T102642,C1511,2024-09-07,15745.57,ATM,Fashion,Mumbai,ATM Machine,No
T102643,C1196,2024-07-15,32278.63,Online,E-commerce,Pune,Mobile,No
T102644,C1948,2024-11-04,1439.63,ATM,Fuel,Delhi,ATM Machine,No
T102645,C1396,2025-02-09,5464.75,POS,Restaurant,Pune,POS Terminal,No
T102646,C1121,2024-08-30,47848.63,Online,Travel,Mumbai,Desktop,No
T102647,C1989,2024-10-14,25119.98,Online,Fuel,Pune,Desktop,No
T102648,C2099,2024-04-12,8938.22,ATM,Travel,Lucknow,ATM Machine,No
T102649,C1606,2025-01-10,22993.44,Online,Travel,Jaipur,Tablet,No
T102650,C1771,2024-08-04,4573.21,ATM,Grocery,Chennai,ATM Machine,No
T102651,C1296,2024-05-31,18561.62,Online,Grocery,Kolkata,Mobile,No
T102652,C1303,2024-08-16,7711.36,ATM,Healthcare,Jaipur,ATM Machine,No
T102653,C1910,2025-01-23,880.09,POS,Electronics,Chennai,POS Terminal,No
T102654,C1406,2024-12-27,15467.57,ATM,Fashion,Chennai,ATM Machine,No
T102655,C1264,2024-06-14,20941.92,Online,Electronics,Mumbai,Desktop,No
T102656,C1756,2024-03-13,12350.48,POS,Healthcare,Jaipur,POS Terminal,Yes
T102657,C1890,2024-11-26,12770.19,POS,Healthcare,Bangalore,POS Terminal,No
T102658,C1071,2024-11-25,3258.71,POS,Entertainment,Lucknow,POS Terminal,No
T102659,C1081,2025-03-28,13318.39,ATM,Grocery,Bangalore,ATM Machine,No
T102660,C1140,2024-03-12,23719.63,Online,Electronics,Jaipur,Mobile,No
T102661,C1482,2024-02-17,13214.34,POS,Entertainment,Pune,POS Terminal,No
T102662,C1704,2025-01-19,10943.89,Online,Fashion,Kolkata,Tablet,No
T102663,C1853,2024-11-24,10199.42,POS,Restaurant,Jaipur,POS Terminal,No
T102664,C1425,2024-08-17,30466.06,Online,Electronics,Chennai,Mobile,No
T102665,C2143,2024-01-13,14906.01,Online,Travel,Ahmedabad,Mobile,No
T102666,C1477,2025-05-01,7002.73,Online,Restaurant,Jaipur,Desktop,No
T102667,C1811,2024-01-10,13206.98,ATM,Fuel,Ahmedabad,ATM Machine,Yes
T102668,C1850,2024-10-08,36982.15,Online,Grocery,Hyderabad,Tablet,No
T102669,C1471,2024-10-25,4802.85,POS,Grocery,Pune,POS Terminal,No
T102670,C2192,2025-03-27,9708.01,POS,Utilities,Bangalore,POS Terminal,No
T102671,C1312,2024-10-01,19877.52,Online,E-commerce,Chennai,Desktop,No
T102672,C2047,2024-07-17,35717.7,Online,Travel,Lucknow,Desktop,No
T102673,C1670,2025-04-04,3068.31,POS,Healthcare,Delhi,POS Terminal,No
T102674,C1925,2024-01-15,13364.2,POS,E-commerce,Jaipur,POS Terminal,No
T102675,C1420,2024-04-04,14513.0,Online,Grocery,Kolkata,Mobile,No
T102676,C1422,2024-04-12,7671.83,ATM,Fuel,Hyderabad,ATM Machine,No
T102677,C1622,2024-07-03,965.57,POS,Grocery,Hyderabad,POS Terminal,No
T102678,C1517,2024-04-21,2674.49,ATM,Grocery,Chennai,ATM Machine,Yes
T102679,C1371,2025-03-16,7786.34,POS,Travel,Ahmedabad,POS Terminal,No
T102680,C1796,2025-01-03,4087.13,POS,Fashion,Kolkata,POS Terminal,No
T102681,C1339,2025-04-16,12548.66,POS,Fashion,Jaipur,POS Terminal,No
T102682,C1509,2024-02-09,786.52,ATM,Electronics,Mumbai,ATM Machine,No
T102683,C1103,2025-03-14,19078.88,Online,Fuel,Mumbai,Desktop,No
T102684,C2164,2025-05-07,16999.81,Online,Electronics,Mumbai,Desktop,No
T102685,C1391,2025-05-12,387.98,POS,Entertainment,Delhi,POS Terminal,No
T102686,C1046,2024-06-01,6393.55,Online,Electronics,Chennai,Mobile,No
T102687,C1420,2024-03-02,8566.03,ATM,Grocery,Ahmedabad,ATM Machine,No
T102688,C1231,2024-02-14,10110.86,ATM,Travel,Ahmedabad,ATM Machine,No
T102689,C2188,2024-12-21,8383.65,ATM,Fuel,Chennai,ATM Machine,Yes
T102690,C2154,2024-09-02,26640.7,Online,Restaurant,Hyderabad,Mobile,No
T102691,C1773,2024-01-16,29837.56,Online,Fashion,Kolkata,Desktop,No
T102692,C1028,2024-10-22,694.21,Online,Electronics,Chennai,Tablet,No
T102693,C1982,2024-04-13,7015.02,POS,Grocery,Chennai,POS Terminal,No
T102694,C1386,2024-04-30,19288.24,ATM,Fashion,Mumbai,ATM Machine,No
T102695,C1091,2025-03-23,10621.13,ATM,Healthcare,Jaipur,ATM Machine,No
T102696,C2001,2025-02-09,33941.6,Online,Grocery,Chennai,Desktop,No
T102697,C1753,2024-08-21,4746.77,POS,Utilities,Bangalore,POS Terminal,No
T102698,C1761,2025-01-06,15592.83,ATM,Utilities,Bangalore,ATM Machine,No
T102699,C1711,2024-07-27,38691.49,Online,E-commerce,Kolkata,Desktop,No
T102700,C1712,2025-01-27,7867.31,POS,Restaurant,Ahmedabad,POS Terminal,No
T102701,C1836,2024-07-03,14642.61,POS,Electronics,Lucknow,POS Terminal,No
T102702,C1282,2024-06-19,1970.7,POS,Fashion,Ahmedabad,POS Terminal,No
T102703,C1337,2025-03-31,1043.99,Online,Entertainment,Jaipur,Tablet,No
T102704,C1700,2024-10-03,15518.09,ATM,Restaurant,Lucknow,ATM Machine,No
T102705,C1422,2025-02-26,16239.53,ATM,Healthcare,Delhi,ATM Machine,No
T102706,C1230,2024-09-13,2844.04,ATM,Grocery,Jaipur,ATM Machine,No
T102707,C1009,2024-05-10,5678.87,ATM,Restaurant,Hyderabad,ATM Machine,No
T102708,C1686,2024-09-07,1074.11,Online,Entertainment,Pune,Tablet,No
T102709,C2072,2024-12-02,4470.3,POS,Travel,Lucknow,POS Terminal,No
T102710,C1836,2024-12-18,38702.47,Online,Travel,Ahmedabad,Mobile,No
T102711,C1386,2025-01-01,25994.43,Online,Utilities,Delhi,Desktop,No
T102712,C1148,2024-12-21,5286.62,POS,Travel,Kolkata,POS Terminal,No
T102713,C1429,2024-10-04,7748.92,ATM,Electronics,Hyderabad,ATM Machine,Yes
T102714,C1064,2024-05-31,267.41,Online,Travel,Bangalore,Tablet,No
T102715,C1520,2024-08-19,15130.07,Online,Healthcare,Pune,Tablet,No
T102716,C1615,2024-06-24,9732.24,POS,Entertainment,Hyderabad,POS Terminal,No
T102717,C1980,2024-11-21,19496.79,ATM,E-commerce,Mumbai,ATM Machine,No
T102718,C1065,2024-09-12,12721.21,POS,Entertainment,Mumbai,POS Terminal,No
T102719,C1970,2025-03-16,451.56,POS,Utilities,Delhi,POS Terminal,No
T102720,C1719,2025-04-30,18021.93,ATM,Fashion,Mumbai,ATM Machine,No
T102721,C1999,2025-01-23,39203.28,Online,Fashion,Chennai,Tablet,No
T102722,C1503,2025-01-05,15717.33,ATM,Electronics,Ahmedabad,ATM Machine,No
T102723,C1691,2024-05-03,9430.92,ATM,Fashion,Mumbai,ATM Machine,No
T102724,C2132,2025-02-01,8261.1,ATM,Fashion,Hyderabad,ATM Machine,No
T102725,C1195,2024-01-06,6406.86,ATM,Restaurant,Lucknow,ATM Machine,No
T102726,C1058,2025-04-23,1781.05,ATM,Fashion,Delhi,ATM Machine,No
T102727,C1949,2024-05-20,4950.59,ATM,E-commerce,Kolkata,ATM Machine,No
T102728,C2098,2024-11-30,5308.77,ATM,Grocery,Chennai,ATM Machine,No
T102729,C2059,2024-09-08,24307.04,Online,Fashion,Chennai,Mobile,No
T102730,C1679,2024-08-06,37422.73,Online,Restaurant,Delhi,Mobile,No
T102731,C1511,2024-01-03,7159.77,POS,Restaurant,Kolkata,POS Terminal,No
T102732,C1375,2024-04-24,961.88,POS,E-commerce,Ahmedabad,POS Terminal,No
T102733,C1911,2025-02-17,19176.9,ATM,Electronics,Delhi,ATM Machine,No
T102734,C1271,2025-01-14,18883.12,ATM,E-commerce,Mumbai,ATM Machine,No
T102735,C1751,2025-02-10,15811.2,ATM,Healthcare,Mumbai,ATM Machine,No
T102736,C1755,2024-11-21,19830.89,ATM,Electronics,Kolkata,ATM Machine,No
T102737,C1572,2024-08-11,11117.41,ATM,Healthcare,Delhi,ATM Machine,No
T102738,C1539,2025-03-25,19273.98,ATM,Entertainment,Ahmedabad,ATM Machine,No
T102739,C1499,2025-04-09,3965.13,Online,Electronics,Mumbai,Mobile,No
T102740,C1383,2024-12-06,18410.9,Online,Fashion,Jaipur,Desktop,No
T102741,C1979,2024-02-04,4894.93,ATM,Restaurant,Lucknow,ATM Machine,No
T102742,C2147,2024-01-21,9952.49,Online,Travel,Bangalore,Desktop,No
T102743,C1801,2024-01-06,2197.96,POS,Grocery,Jaipur,POS Terminal,No
T102744,C1231,2024-09-25,12637.07,ATM,Fuel,Lucknow,ATM Machine,No
T102745,C1622,2025-03-26,39109.83,Online,Entertainment,Hyderabad,Desktop,No
T102746,C1387,2024-12-05,8716.65,POS,Fashion,Ahmedabad,POS Terminal,No
T102747,C1354,2024-07-17,3365.77,ATM,Utilities,Delhi,ATM Machine,No
T102748,C1261,2025-03-15,16316.91,ATM,Restaurant,Delhi,ATM Machine,No
T102749,C1149,2024-10-16,31870.54,Online,Travel,Kolkata,Tablet,No
T102750,C1462,2025-02-27,5883.67,POS,Healthcare,Mumbai,POS Terminal,No
T102751,C1088,2025-03-21,10144.54,POS,Healthcare,Mumbai,POS Terminal,No
T102752,C1766,2024-07-19,3972.58,POS,E-commerce,Hyderabad,POS Terminal,No
T102753,C1261,2024-09-02,7231.25,ATM,Utilities,Kolkata,ATM Machine,No
T102754,C1323,2024-05-03,18390.97,ATM,Utilities,Chennai,ATM Machine,No
T102755,C1154,2024-08-09,6164.84,ATM,Grocery,Kolkata,ATM Machine,No
T102756,C1174,2024-12-26,23605.42,Online,Grocery,Pune,Desktop,No
T102757,C1952,2024-11-28,13363.1,POS,Fuel,Jaipur,POS Terminal,No
T102758,C1632,2025-03-13,10645.05,POS,Utilities,Ahmedabad,POS Terminal,No
T102759,C2148,2025-04-17,1712.96,ATM,E-commerce,Lucknow,ATM Machine,No
T102760,C2176,2024-03-11,2294.82,POS,Entertainment,Delhi,POS Terminal,No
T102761,C1702,2024-09-29,652.91,ATM,E-commerce,Delhi,ATM Machine,No
T102762,C1550,2025-04-23,9500.73,POS,Fuel,Lucknow,POS Terminal,No
T102763,C1642,2025-04-19,6770.33,POS,Travel,Lucknow,POS Terminal,No
T102764,C1628,2024-04-08,2100.7,POS,Utilities,Kolkata,POS Terminal,No
T102765,C1869,2024-12-08,19179.72,ATM,Travel,Lucknow,ATM Machine,No
T102766,C1286,2025-02-14,10828.36,ATM,Fuel,Hyderabad,ATM Machine,No
T102767,C1741,2024-12-30,5216.92,ATM,Utilities,Pune,ATM Machine,No
T102768,C1948,2024-10-24,10261.77,ATM,Restaurant,Delhi,ATM Machine,No
T102769,C1597,2024-11-22,34045.09,Online,Travel,Lucknow,Tablet,No
T102770,C1375,2025-03-30,1986.66,ATM,Fashion,Pune,ATM Machine,No
T102771,C1992,2025-01-02,4193.09,POS,E-commerce,Ahmedabad,POS Terminal,No
T102772,C1300,2024-05-10,16235.83,ATM,Electronics,Chennai,ATM Machine,No
T102773,C1772,2025-02-20,9463.46,ATM,Healthcare,Mumbai,ATM Machine,No
T102774,C1522,2025-04-20,8244.0,POS,Fashion,Jaipur,POS Terminal,No
T102775,C1568,2024-09-18,8939.91,ATM,Healthcare,Hyderabad,ATM Machine,No
T102776,C1876,2024-11-17,754.11,POS,E-commerce,Delhi,POS Terminal,No
T102777,C1793,2024-06-09,8454.34,Online,Restaurant,Bangalore,Mobile,No
T102778,C1112,2024-01-22,22387.97,Online,Fuel,Delhi,Tablet,No
T102779,C1261,2025-02-05,10617.44,Online,Healthcare,Hyderabad,Mobile,No
T102780,C2161,2024-01-31,2688.96,Online,Electronics,Pune,Tablet,No
T102781,C1583,2024-08-08,42213.75,Online,Travel,Hyderabad,Tablet,No
T102782,C1547,2025-04-20,19633.25,ATM,Entertainment,Hyderabad,ATM Machine,No
T102783,C2134,2024-10-26,11917.83,POS,Travel,Bangalore,POS Terminal,No
T102784,C1785,2024-04-14,17148.81,ATM,E-commerce,Mumbai,ATM Machine,No
T102785,C1187,2024-10-19,5218.55,ATM,E-commerce,Chennai,ATM Machine,No
T102786,C1256,2024-02-18,48039.22,Online,Healthcare,Hyderabad,Mobile,No
T102787,C1340,2025-04-01,10006.9,Online,Travel,Chennai,Mobile,Yes
T102788,C1632,2024-08-10,19052.88,ATM,E-commerce,Kolkata,ATM Machine,No
T102789,C1476,2024-02-21,49742.0,Online,Healthcare,Ahmedabad,Desktop,No
T102790,C1788,2025-03-11,14378.59,ATM,Healthcare,Mumbai,ATM Machine,No
T102791,C1557,2024-04-15,19632.3,ATM,Fashion,Kolkata,ATM Machine,No
T102792,C2074,2024-06-24,8586.14,POS,Grocery,Ahmedabad,POS Terminal,No
T102793,C1795,2025-03-05,3967.17,POS,E-commerce,Hyderabad,POS Terminal,No
T102794,C1159,2024-11-03,9021.42,ATM,Healthcare,Bangalore,ATM Machine,No
T102795,C1425,2024-04-21,8944.06,POS,Entertainment,Kolkata,POS Terminal,No
T102796,C1596,2025-04-05,3839.46,Online,Healthcare,Lucknow,Desktop,No
T102797,C2154,2024-05-04,12635.69,ATM,Electronics,Ahmedabad,ATM Machine,No
T102798,C1045,2024-07-18,19632.97,ATM,Entertainment,Pune,ATM Machine,No
T102799,C2006,2024-08-11,4207.1,ATM,Fashion,Kolkata,ATM Machine,No
T102800,C1523,2024-06-27,39671.24,Online,Fuel,Pune,Desktop,No
T102801,C1346,2024-04-22,18204.03,ATM,Utilities,Lucknow,ATM Machine,No
T102802,C1401,2025-03-09,47196.34,Online,Healthcare,Pune,Mobile,No
T102803,C1185,2024-12-28,48014.75,Online,Electronics,Lucknow,Tablet,No
T102804,C1513,2024-02-10,10668.46,ATM,Fuel,Ahmedabad,ATM Machine,No
T102805,C1291,2025-03-15,14661.89,POS,Fuel,Bangalore,POS Terminal,No
T102806,C1639,2024-03-26,15267.55,ATM,Electronics,Hyderabad,ATM Machine,No
T102807,C1107,2024-10-20,3652.59,ATM,Restaurant,Chennai,ATM Machine,No
T102808,C1867,2025-04-03,23949.63,Online,Travel,Mumbai,Mobile,No
T102809,C1158,2024-02-04,35972.89,Online,Fuel,Bangalore,Tablet,No
T102810,C1948,2024-10-10,3785.37,POS,Restaurant,Bangalore,POS Terminal,No
T102811,C1383,2024-05-05,32102.64,Online,Entertainment,Bangalore,Desktop,No
T102812,C1043,2024-09-13,13498.71,ATM,Grocery,Kolkata,ATM Machine,No
T102813,C1100,2024-08-28,8302.45,Online,Restaurant,Hyderabad,Tablet,No
T102814,C2176,2025-02-04,8519.77,POS,Fashion,Hyderabad,POS Terminal,No
T102815,C1226,2024-12-31,38627.02,Online,Restaurant,Lucknow,Mobile,No
T102816,C1773,2024-03-10,25045.0,Online,Fuel,Ahmedabad,Tablet,No
T102817,C1809,2024-10-08,736.01,ATM,Healthcare,Jaipur,ATM Machine,No
T102818,C2065,2024-06-30,676.25,ATM,E-commerce,Kolkata,ATM Machine,No
T102819,C2073,2025-04-24,5419.74,POS,Restaurant,Jaipur,POS Terminal,No
T102820,C1259,2025-02-16,46324.46,Online,Travel,Delhi,Tablet,No
T102821,C1612,2024-02-29,4959.2,ATM,Healthcare,Kolkata,ATM Machine,No
T102822,C1766,2024-01-13,9552.02,POS,Fashion,Hyderabad,POS Terminal,No
T102823,C1442,2024-08-10,4830.48,ATM,Restaurant,Ahmedabad,ATM Machine,No
T102824,C1287,2024-11-28,4892.88,POS,Healthcare,Hyderabad,POS Terminal,No
T102825,C1466,2025-04-07,12735.83,POS,Fuel,Ahmedabad,POS Terminal,No
T102826,C1953,2024-07-09,36497.3,Online,Fashion,Bangalore,Desktop,No
T102827,C1503,2025-04-30,4950.88,Online,Electronics,Chennai,Desktop,No
T102828,C1953,2025-04-10,6487.66,POS,Healthcare,Delhi,POS Terminal,No
T102829,C1727,2025-02-24,1068.81,ATM,Utilities,Ahmedabad,ATM Machine,No
T102830,C1982,2024-02-04,7265.26,POS,Entertainment,Hyderabad,POS Terminal,No
T102831,C2038,2024-03-25,33189.21,Online,Electronics,Bangalore,Tablet,No
T102832,C1553,2024-01-31,6101.43,Online,Utilities,Hyderabad,Tablet,No
T102833,C1050,2024-08-17,4404.39,POS,Entertainment,Lucknow,POS Terminal,No
T102834,C1669,2024-05-25,6027.77,POS,Grocery,Jaipur,POS Terminal,No
T102835,C1898,2025-01-23,13801.01,POS,Healthcare,Jaipur,POS Terminal,No
T102836,C2123,2025-01-08,19868.47,ATM,E-commerce,Jaipur,ATM Machine,No
T102837,C1315,2025-04-22,769.18,POS,Entertainment,Ahmedabad,POS Terminal,No
T102838,C1548,2024-03-14,38098.19,Online,Travel,Delhi,Tablet,No
T102839,C1808,2024-04-22,18711.86,Online,Grocery,Chennai,Mobile,No
T102840,C1399,2024-08-02,8152.93,ATM,Travel,Kolkata,ATM Machine,No
T102841,C1311,2024-08-06,15208.17,ATM,E-commerce,Chennai,ATM Machine,No
T102842,C1432,2024-01-01,45937.64,Online,Restaurant,Mumbai,Desktop,No
T102843,C1136,2024-04-22,14268.84,POS,Restaurant,Ahmedabad,POS Terminal,No
T102844,C1942,2025-02-19,8699.13,POS,E-commerce,Pune,POS Terminal,No
T102845,C1529,2024-10-22,7463.86,ATM,Utilities,Pune,ATM Machine,No
T102846,C1669,2024-09-26,39419.94,Online,E-commerce,Jaipur,Tablet,No
T102847,C1503,2024-04-25,12699.87,Online,Healthcare,Ahmedabad,Desktop,No
T102848,C2043,2024-06-02,8504.7,POS,Healthcare,Mumbai,POS Terminal,No
T102849,C1616,2025-02-14,5442.82,POS,Electronics,Bangalore,POS Terminal,No
T102850,C1449,2025-03-26,32900.23,Online,Fashion,Bangalore,Mobile,No
T102851,C2036,2024-07-04,3681.94,POS,Healthcare,Kolkata,POS Terminal,No
T102852,C1613,2024-02-11,9741.33,Online,Restaurant,Lucknow,Desktop,No
T102853,C1136,2025-01-31,13781.76,POS,Grocery,Kolkata,POS Terminal,No
T102854,C1886,2024-03-19,1616.87,POS,Fashion,Mumbai,POS Terminal,No
T102855,C1759,2024-03-01,7638.77,POS,Travel,Ahmedabad,POS Terminal,No
T102856,C2008,2025-04-20,3390.71,POS,E-commerce,Hyderabad,POS Terminal,No
T102857,C1482,2024-05-26,2138.71,Online,E-commerce,Bangalore,Desktop,No
T102858,C1670,2024-10-30,636.68,POS,Electronics,Delhi,POS Terminal,No
T102859,C1018,2024-03-17,3916.82,ATM,Healthcare,Ahmedabad,ATM Machine,No
T102860,C1312,2024-01-27,43365.16,Online,Fashion,Bangalore,Mobile,No
T102861,C1752,2024-12-13,6008.34,ATM,Entertainment,Lucknow,ATM Machine,No
T102862,C1339,2025-04-02,14261.84,POS,Entertainment,Delhi,POS Terminal,No
T102863,C2194,2024-02-12,29164.79,Online,E-commerce,Mumbai,Mobile,No
T102864,C1801,2025-02-25,6605.55,POS,Electronics,Chennai,POS Terminal,No
T102865,C2078,2024-02-06,11811.73,ATM,Fuel,Bangalore,ATM Machine,No
T102866,C1533,2024-03-21,10575.62,ATM,Utilities,Delhi,ATM Machine,No
T102867,C1459,2024-12-18,11405.77,POS,Grocery,Kolkata,POS Terminal,No
T102868,C1334,2024-12-21,4309.19,POS,Fashion,Pune,POS Terminal,No
T102869,C1628,2024-05-30,7384.48,ATM,Healthcare,Kolkata,ATM Machine,No
T102870,C1482,2025-02-10,13422.01,POS,Entertainment,Hyderabad,POS Terminal,No
T102871,C1305,2024-12-26,47333.53,Online,Grocery,Delhi,Mobile,No
T102872,C1242,2024-03-16,44649.4,Online,Fashion,Bangalore,Mobile,No
T102873,C1579,2025-01-29,6349.78,POS,Entertainment,Lucknow,POS Terminal,No
T102874,C1987,2024-08-10,11727.45,POS,Electronics,Jaipur,POS Terminal,No
T102875,C1620,2025-04-24,9788.55,ATM,Travel,Ahmedabad,ATM Machine,No
T102876,C1746,2024-03-21,7513.34,POS,Travel,Pune,POS Terminal,No
T102877,C1065,2025-03-06,3149.73,POS,Healthcare,Bangalore,POS Terminal,No
T102878,C1950,2024-12-03,8907.84,POS,Entertainment,Ahmedabad,POS Terminal,No
T102879,C1670,2025-01-16,4129.65,ATM,Healthcare,Pune,ATM Machine,No
T102880,C2161,2025-03-20,6965.51,ATM,Restaurant,Mumbai,ATM Machine,No
T102881,C1337,2025-05-03,12839.95,POS,Healthcare,Delhi,POS Terminal,No
T102882,C1686,2024-03-16,10512.38,Online,Restaurant,Hyderabad,Tablet,No
T102883,C1570,2025-04-09,3743.68,Online,Restaurant,Kolkata,Mobile,No
T102884,C1739,2024-12-30,1128.21,POS,E-commerce,Pune,POS Terminal,No
T102885,C1215,2024-09-04,18845.3,ATM,Travel,Hyderabad,ATM Machine,No
T102886,C2035,2024-05-20,10384.95,ATM,Healthcare,Jaipur,ATM Machine,No
T102887,C1403,2024-08-10,8483.54,ATM,Grocery,Ahmedabad,ATM Machine,No
T102888,C2121,2024-05-28,16312.13,ATM,Fashion,Mumbai,ATM Machine,No
T102889,C1037,2024-07-27,16798.61,ATM,Electronics,Ahmedabad,ATM Machine,No
T102890,C1855,2025-04-20,5049.65,POS,E-commerce,Lucknow,POS Terminal,No
T102891,C1646,2025-03-03,14025.55,ATM,Travel,Ahmedabad,ATM Machine,No
T102892,C1080,2025-02-22,38601.92,Online,E-commerce,Chennai,Desktop,No
T102893,C2087,2024-04-27,32801.6,Online,Travel,Ahmedabad,Mobile,No
T102894,C1881,2024-01-25,7749.43,Online,Fuel,Jaipur,Tablet,No
T102895,C1034,2024-09-13,17579.72,ATM,Fuel,Lucknow,ATM Machine,No
T102896,C2018,2024-10-24,27046.91,Online,Utilities,Jaipur,Desktop,No
T102897,C1481,2025-04-18,4308.84,POS,Utilities,Pune,POS Terminal,No
T102898,C1411,2024-01-08,8791.95,ATM,Healthcare,Delhi,ATM Machine,No
T102899,C1503,2025-04-29,659.81,POS,Grocery,Delhi,POS Terminal,No
T102900,C1529,2024-03-27,2993.4,ATM,Fuel,Chennai,ATM Machine,No
T102901,C1874,2024-04-14,15428.16,ATM,Restaurant,Pune,ATM Machine,No
T102902,C1592,2024-06-07,500.23,ATM,Utilities,Delhi,ATM Machine,No
T102903,C1319,2025-03-23,20944.98,Online,Grocery,Hyderabad,Mobile,No
T102904,C1554,2025-05-09,26221.01,Online,Electronics,Ahmedabad,Desktop,No
T102905,C2095,2024-08-26,1565.37,ATM,Electronics,Ahmedabad,ATM Machine,No
T102906,C1570,2025-02-06,48659.29,Online,Entertainment,Delhi,Desktop,No
T102907,C1388,2024-10-06,3469.27,POS,Grocery,Lucknow,POS Terminal,No
T102908,C1177,2024-02-02,15349.1,Online,Restaurant,Pune,Mobile,No
T102909,C2096,2024-04-09,4628.74,POS,Entertainment,Mumbai,POS Terminal,No
T102910,C1798,2025-02-09,3533.21,POS,Electronics,Jaipur,POS Terminal,No
T102911,C1825,2024-04-18,273.4,Online,Travel,Lucknow,Tablet,No
T102912,C1138,2025-05-14,14722.22,ATM,Travel,Ahmedabad,ATM Machine,No
T102913,C1938,2024-07-17,14506.0,POS,Entertainment,Hyderabad,POS Terminal,No
T102914,C1075,2024-08-19,11369.82,Online,Grocery,Lucknow,Desktop,Yes
T102915,C1763,2024-11-28,9979.4,POS,Healthcare,Mumbai,POS Terminal,No
T102916,C1950,2024-02-13,37146.44,Online,Electronics,Lucknow,Tablet,No
T102917,C1239,2024-10-30,42451.58,Online,Fashion,Ahmedabad,Tablet,No
T102918,C1698,2024-03-02,8741.27,ATM,Grocery,Pune,ATM Machine,No
T102919,C2100,2025-02-24,4613.67,POS,Fuel,Mumbai,POS Terminal,No
